"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GWGH","GWG Holdings, Inc","9.24","54240583.32","n/a","2014","Finance","Life Insurance","http://www.nasdaq.com/symbol/gwgh",
"GYRO","Gyrodyne Company of America, Inc.","4.138","6135329.84","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","26.81","944611555.93","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/hees",
"HNRG","Hallador Energy Company","10.7","307924600","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","11.62","221759658.96","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","8.15","1021904726.45","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo",
"HBK","Hamilton Bancorp, Inc.","12.7","43346306.5","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk",
"HBNK","Hampden Bancorp, Inc.","20.41","112216445.51","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbnk",
"HMPR","Hampton Roads Bankshares Inc","1.62","275874535.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmpr",
"HBHC","Hancock Holding Company","30.09","2454406275.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhc",
"HNH","Handy & Harman Ltd.","38.46","414610645.68","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh",
"HAFC","Hanmi Financial Corporation","21.14","674451215.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hafc",
"HNSN","Hansen Medical, Inc.","0.64","84810622.72","n/a","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"HSOL","Hanwha SolarOne Co., Ltd.","1.47","80872417.5","55015250","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/hsol",
"HDNG","Hardinge, Inc.","11.54","147963202.72","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hdng",
"HLIT","Harmonic Inc.","7.21","634905591.88","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/hlit",
"TINY","Harris & Harris Group, Inc.","2.975","92955850.4","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/tiny",
"HART          ","Harvard Apparatus Regenerative Technology, Inc.","3.51","27576690.57","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hart          ",
"HBIO","Harvard Bioscience, Inc.","4.8","155614344","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","11.54","71677674.98","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/hcap",
"HAS","Hasbro, Inc.","55.55","6981650931.75","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/has",
"HA","Hawaiian Holdings, Inc.","23.25","1256052001.5","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ha",
"HCOM","Hawaiian Telcom Holdco, Inc.","26.1","278567988.3","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/hcom",
"HWKN","Hawkins, Inc.","39.61","420705771.61","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","14.5001","75893320.3986","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hwbk",
"HAYN","Haynes International, Inc.","46.93","582798844.03","n/a","2007","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/hayn",
"HDS","HD Supply Holdings, Inc.","28.23","5524504347.06","n/a","2013","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hds",
"HIIQ","Health Insurance Innovations, Inc.","6.26","91949546.76","n/a","2013","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/hiiq",
"HCSG","Healthcare Services Group, Inc.","29.46","2081967660","n/a","1983","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hcsg",
"HQY","HealthEquity, Inc.","24.26","1327670712.4","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hqy",
"HSTM","HealthStream, Inc.","28.45","786200074.05","n/a","2000","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/hstm",
"HWAY","Healthways, Inc.","18.1","640552683.1","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hway",
"HTLD","Heartland Express, Inc.","25.5","2238356263.5","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","25.8","476780620.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htlf",
"HTWR","Heartware International, Inc.","69.83","1188383489.71","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/htwr",
"HTBX","Heat Biologics, Inc.","4","25927008","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/htbx",
"HSII","Heidrick & Struggles International, Inc.","20.92","381671530.04","n/a","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","64.37","1828656882.99","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele",
"HMNY","Helios and Matheson Analytics Inc","1.98","4614267.24","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny",
"HMTV","Hemisphere Media Group, Inc.","12.76","575806343.64","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","19.45","117178878.45","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/hnna",
"HCAC","Hennessy Capital Acquisition Corp.","9.85","141593750","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp.","10.3","103000000","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp.","0.45","0","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","133.52","11244348746.8","n/a","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HERO","Hercules Offshore, Inc.","1.16","186542734.32","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hero",
"HTBK","Heritage Commerce Corp","8.44","222994531.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","17.37","525542255.91","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa",
"HBOS","Heritage Financial Group","21.64","198831868.96","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbos",
"HEOP","Heritage Oaks Bancorp","7.63","252512690.71","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop",
"HCCI","Heritage-Crystal Clean, Inc.","12.15","224791694.1","n/a","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","29.92","1779792666.08","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","8.11","236650602.89","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","15.85","100166357.4","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HFFC","HF Financial Corp.","13.66","96377310.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc",
"HTWO","HF2 Financial Management Inc.","10.45","248627967.5","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/htwo",
"HIBB","Hibbett Sports, Inc.","47.57","1189282918.44","n/a","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb",
"HPJ","Highpower International Inc","5.31","79926958.98","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","2.95","11162428.3","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","8.03","822175350.92","102387964","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","82.25","174966312.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","11","140324855","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/hsgx",
"HMNF","HMN Financial, Inc.","12.5101","55924387.9239","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","21.78","1912012425.18","n/a","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","24.76","1425057442.24","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","26.45","7370664360.55","n/a","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","22.91","162993561.56","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","30.99","2092767096","n/a","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","20","43968840","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"HMIN","Home Inns & Hotels Management Inc.","27.8","1015357859.2","36523664","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hmin",
"HLSS","Home Loan Servicing Solutions, Ltd.","20.02","1421755755.42","n/a","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hlss",
"AWAY","HomeAway, Inc.","30.02","2831211026.54","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/away",
"HMST","HomeStreet, Inc.","16.4","243648420.4","n/a","2012","Finance","Banks","http://www.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","15.53","318399911.44","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi",
"HKTV","Hong Kong Television Network Limited","9.25","30416090.5","3288226","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/hktv",
"HOFT","Hooker Furniture Corporation","16.225","174629528.975","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HFBC","HopFed Bancorp, Inc.","11.87","85585584.41","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","24.56","226216904.16","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma plc","12.74","1514184544.6","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","13.69","131782335.75","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/hrzn",
"ZINC","Horsehead Holding Corp.","14.91","756217158.9","n/a","2007","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/zinc",
"HMHC","Houghton Mifflin Harcourt Company","20","2829599260","n/a","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","12.2","213764008","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","15.5","77500000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","11.65","48233201.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HSNI","HSN, Inc.","72.62","3803093350.98","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni",
"HUBG","Hub Group, Inc.","35.54","1329645758.7","n/a","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"HCBK","Hudson City Bancorp, Inc.","9.74","5150170613","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hcbk",
"HSON","Hudson Global, Inc.","2.76","91390541.4","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","3.38","108266219.88","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HBAN","Huntington Bancshares Incorporated","10.23","8331863939.19","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANP","Huntington Bancshares Incorporated","1345","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HURC","Hurco Companies, Inc.","33.09","215246479.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","68.13","1558045484.82","n/a","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn",
"HTCH","Hutchinson Technology Incorporated","3.59","100728338.47","n/a","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch",
"HBP","Huttig Building Products, Inc.","3.31","81326435.2","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp",
"HDRAU","Hydra Industries Acquisition Corp.","9.93","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrau",
"HYGS","Hydrogenics Corporation","13","131168050","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"HPTX","Hyperion Therapeutics, Inc.","21.7","449699125.4","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hptx",
"IDSY","I.D. Systems, Inc.","6.48","82989321.12","n/a","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IACI","IAC/InterActiveCorp","62.84","5266073377.8","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iaci",
"IKGH","Iao Kun Group Holding Company Limited","1.44","87051332.16","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh",
"IBKC","IBERIABANK Corporation","62.91","2104124159.07","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"ICAD","icad inc.","9.24","143616488.4","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","96.64","11739580864.64","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","39.91","774203833.13","n/a","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICLR","ICON plc","50.75","3124735405.75","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","39.41","1890716661.96","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","82","1259943940","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","7.21","50817774.35","n/a","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","13.13","139737797.55","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","3.97","340668411.51","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","147.04","7011214802.56","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"DSKY","iDreamSky Technology Limited","16.27","144070850","8855000","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsky",
"IROQ","IF Bancorp, Inc.","16.81","73588414.17","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IGTE","iGATE Corporation","34.32","2026616832.24","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/igte",
"IRG","Ignite Restaurant Group, Inc.","7.86","205938107.22","n/a","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg",
"RXDX","Ignyta, Inc.","6.843","133991202.267","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"IIVI","II-VI Incorporated","13.76","841888193.6","n/a","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","16.15","238458561.4","14765236","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKAN","Ikanos Communications, Inc.","0.29","40405546.01","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan",
"IKNX","Ikonics Corporation","15.6","31484746.8","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","183.86","26108120000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","2.95","14713995.25","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","8.83","244401843.74","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","4.6401","14045740.4634","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","23.33","393782800.61","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","2.47","47417232.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp          ",
"IMGN","ImmunoGen, Inc.","9.89","849903420.26","n/a","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","4.58","426549570.52","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IPXL","Impax Laboratories, Inc.","31.65","2255013347.55","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMMY","Imprimis Pharmaceuticals, Inc.","7.89","73024443.24","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"IMRS","Imris Inc","0.24","12487431.84","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/imrs",
"INCR","INC Research Holdings, Inc.","24.84","1521077400","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"SAAS","inContact, Inc.","8.16","497713618.56","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/saas",
"INCY","Incyte Corporation","77","13008522989","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","40.68","974620064.16","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","12.29","282082525.71","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","42.73","727143631.37","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IDSA","Industrial Services of America, Inc.","4.18","33257793.8","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","13.89","1740227359.83","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","17.25","841228731.75","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","73.09","840188114.86","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"INFA","Informatica Corporation","37.34","4057849820","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/infa",
"III","Information Services Group, Inc.","3.91","143523720.94","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","1.31","18809061.22","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","30.28","689166017.28","n/a","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","7.49","403593362.06","n/a","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll AG","8.2399","55099856.9843","6686957","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","2.98","75505055.66","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","54.51","1185149006.64","n/a","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","43.56","1064096051.04","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","2.76","46796650.08","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INGN","Inogen, Inc","25.05","466653945","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"INO","Inovio Pharmaceuticals, Inc.","8.21","497452783.22","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"NSIT","Insight Enterprises, Inc.","23.96","981755513.16","n/a","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","3.06","37622700","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","14.49","719645792.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","23.37","429476355.87","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","45.9","2574139197.6","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","39.65","1386075977","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"IART","Integra LifeSciences Holdings Corporation","49.17","1612190188.62","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","18.985","2822123154.705","n/a","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","8.01","174366822.42","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ISSI","Integrated Silicon Solution, Inc.","16.61","510098298.93","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi",
"INTC","Intel Corporation","36.42","176090700000","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","17.58","582163405.26","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"IPCI","Intellipharmaceutics International Inc.","2.62","61161570.82","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","27.4","847834583.2","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","28.43","1662110481.8","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","43.34","913955956.98","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","141.05","3012782440.85","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICLD","InterCloud Systems, Inc","3.05","51991577.95","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld",
"ICLDW","InterCloud Systems, Inc","2.73","0","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw",
"IDCC","InterDigital, Inc.","52.735","1959859518.705","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","15.08","998933642.72","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"IMI","Intermolecular, Inc.","1.94","92330468.5","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","7.67","417140198.15","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","24.47","1629598883.42","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","30.45","1418817932.7","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","8.2893","159180969.7098","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","10.2899","24207915.841","2352590","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"PTNT","Internet Patents Corporation","2.69","20852750.88","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","2.39","20021283.34","n/a","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"XENT","Intersect ENT, Inc.","19.07","445794641.57","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","4.13","76531489.51","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","13.13","1707994004.73","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IILG","Interval Leisure Group, Inc.","21.63","1235039668.17","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"IBCA","Intervest Bancshares Corp.","9.93","218698220.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibca",
"IVAC","Intevac, Inc.","7.79","180931677.34","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
